,AccountId,amount_min,amount_max,amount_mean,start_year,latest_year,first_month,avg_month,latest_month,amount_total,non_zero_counts,this_year_non_zero_counts,this_year_amount_total,this_year_amount_mean,prev_year_non_zero_counts,prev_year_amount_total,prev_year_amount_mean,account_age,dormancy_years,average_total_donation,average_time_between_donation,amount_total_percentiles,non_zero_counts_percentiles,dormancy_years_percentiles,persona,group
14,AsadwFQJWmytRVdgvceWZyYOpdDYxhAISNzHniju,87252.13,87252.13,87252.13,2023,2023,12,12.0,12,87252.13,1,,,,1.0,87252.13,87252.13,2,2,43626.065,0.5,0.8251670378619154,0.4510022271714922,0.41648106904231624,Ryan,Red
15,AtcRQjdJuZMehwNFQWPOXYMCoTNSaufayeoXIxZS,34415.41,46407.27,40411.34,2021,2024,4,6.5,9,80822.68,2,1.0,46407.27,46407.27,,,,4,1,20205.67,0.5,0.765033407572383,0.9454342984409799,0.26447661469933187,Gary,Gold
16,AxZVLyQzEoZzdWKeDCPCmlbAmsZcmoRFiZBialyr,31993.06,31993.06,31993.06,2025,2025,6,6.0,6,31993.06,1,,,,,,,0,0,inf,inf,0.27728285077951004,0.4510022271714922,0.10523385300668152,Ryan,Red
17,BFNymPrAqlYExRWVEaftKkvnRjuZfMKqWcQYwtwE,32321.79,32321.79,32321.79,2020,2020,1,1.0,1,32321.79,1,,,,,,,5,5,6464.358,0.2,0.2806236080178174,0.4510022271714922,0.839086859688196,Beth,Blue
18,BGMECPYVphAYeFqfDdooVkECCEtKqnyQAyztOnvS,94302.09,94302.09,94302.09,2021,2021,10,10.0,10,94302.09,1,,,,,,,4,4,23575.5225,0.25,0.8808463251670379,0.4510022271714922,0.7065701559020044,Beth,Blue
19,BJIruAqdGwQQTrUsXVzXQBfhsTyJGpbWvUQBrzjI,38964.85,38964.85,38964.85,2026,2026,2,2.0,2,38964.85,1,,,,,,,-1,-1,-38964.85,-1.0,0.3518930957683742,0.4510022271714922,0.013363028953229399,Ryan,Red
20,BJTdcMjEhNZnlfVuJZXkBbgKgofWbWojKFanNujb,57450.8,57450.8,57450.8,2021,2021,2,2.0,2,57450.8,1,,,,,,,4,4,14362.7,0.25,0.5300668151447662,0.4510022271714922,0.7065701559020044,Beth,Blue
21,BSffMVoFHrbDyhkLHMinFdCQFBGVxdevnJVNuQGI,58190.04,58190.04,58190.04,2023,2023,2,2.0,2,58190.04,1,,,,1.0,58190.04,58190.04,2,2,29095.02,0.5,0.5378619153674833,0.4510022271714922,0.41648106904231624,Ryan,Red
22,BUDpoMNKxHQzfjQVDrOgVlpjcnFeyRDnGCdVDVuk,79689.26,79689.26,79689.26,2023,2023,7,7.0,7,79689.26,1,,,,1.0,79689.26,79689.26,2,2,39844.63,0.5,0.7572383073496659,0.4510022271714922,0.41648106904231624,Ryan,Red
23,BUcbFohCmIdymoaYiKwczkahzGPmcWLqOPcCEmBW,27389.69,27389.69,27389.69,2021,2021,1,1.0,1,27389.69,1,,,,,,,4,4,6847.4225,0.25,0.23385300668151449,0.4510022271714922,0.7065701559020044,Beth,Blue
24,BYMYfdOPNvAZKnZUvYOzXwoFyzLRgeHzCBHSVAQw,60103.94,60103.94,60103.94,2023,2023,12,12.0,12,60103.94,1,,,,1.0,60103.94,60103.94,2,2,30051.97,0.5,0.5545657015590201,0.4510022271714922,0.41648106904231624,Ryan,Red
25,BhYtCVXJGprMgKazGfcbppguivEvDaSJmsTEKCAl,26392.36,26392.36,26392.36,2023,2023,6,6.0,6,26392.36,1,,,,1.0,26392.36,26392.36,2,2,13196.18,0.5,0.21937639198218262,0.4510022271714922,0.41648106904231624,Ryan,Red
26,BhjMuJDjYxvRikVmnDmLQxBhBhZUTiaLDgjRaHbw,42512.22,42512.22,42512.22,2022,2022,10,10.0,10,42512.22,1,,,,,,,3,3,14170.74,0.3333333333333333,0.3830734966592428,0.4510022271714922,0.5662583518930958,Beth,Blue
27,BlzaNfOPkJPAHICyUFwghEbOPpgDjxtUXCPAOWsO,24572.14,24572.14,24572.14,2024,2024,11,11.0,11,24572.14,1,1.0,24572.14,24572.14,,,,1,1,24572.14,1.0,0.2071269487750557,0.4510022271714922,0.26447661469933187,Ryan,Red
28,BmBxkQmLmzksMgHSPdgomYHTqzNTscEoLqzXrpFt,58963.6,58963.6,58963.6,2021,2021,4,4.0,4,58963.6,1,,,,,,,4,4,14740.9,0.25,0.5456570155902004,0.4510022271714922,0.7065701559020044,Beth,Blue
29,BtFiTsdCrWhpczCagxzlUrNleCOhekMyBUHCARhX,16925.44,16925.44,16925.44,2021,2021,8,8.0,8,16925.44,1,,,,,,,4,4,4231.36,0.25,0.1291759465478842,0.4510022271714922,0.7065701559020044,Beth,Blue
30,BtriwCXOlPqsknGQYEYUbeSAAsfMskNjuPrqbbda,27605.07,27605.07,27605.07,2023,2023,9,9.0,9,27605.07,1,,,,1.0,27605.07,27605.07,2,2,13802.535,0.5,0.23719376391982183,0.4510022271714922,0.41648106904231624,Ryan,Red
31,BtsLKoIPQvQetyHGXcdBWhgonSZdxjkewZaarDcY,51157.67,51157.67,51157.67,2025,2025,6,6.0,6,51157.67,1,,,,,,,0,0,inf,inf,0.4643652561247216,0.4510022271714922,0.10523385300668152,Ryan,Red
32,BwKCNHifdVJPmThSSrYPDCUEWWUdzKnFJIMBhrqS,6914.77,6914.77,6914.77,2019,2019,10,10.0,10,6914.77,1,,,,,,,6,6,1152.4616666666668,0.16666666666666666,0.05679287305122494,0.4510022271714922,0.9548997772828508,Beth,Blue
33,ByWmbCKQTKUNPubqbluDzNtdLNKAFeQzMqwEdxly,83582.5,83582.5,83582.5,2023,2023,5,5.0,5,83582.5,1,,,,1.0,83582.5,83582.5,2,2,41791.25,0.5,0.7939866369710468,0.4510022271714922,0.41648106904231624,Ryan,Red
34,BzRZaHUaVxzKmyEPGpDIeBOLCKXckaSkPbWdqCYt,21996.92,54872.87,38434.895000000004,2023,2024,9,10.0,11,76869.79000000001,2,1.0,54872.87,54872.87,1.0,21996.92,21996.92,2,1,38434.895000000004,1.0,0.72271714922049,0.9454342984409799,0.26447661469933187,Gary,Gold
35,CATnHwOTbAlPYjoHtSGTNdWqzJOUlfEVeJSKHSbj,20167.2,20167.2,20167.2,2024,2024,3,3.0,3,20167.2,1,1.0,20167.2,20167.2,,,,1,1,20167.2,1.0,0.16481069042316257,0.4510022271714922,0.26447661469933187,Ryan,Red
36,CCToOWPDaCraAxYsbgLSeVSpobXkyxUxXaylRIny,75161.19,75161.19,75161.19,2023,2023,11,11.0,11,75161.19,1,,,,1.0,75161.19,75161.19,2,2,37580.595,0.5,0.7082405345211581,0.4510022271714922,0.41648106904231624,Ryan,Red
37,CDMIPJDouIjIdHkMZbrHLkRBfEnUAyvqIiLiCind,81586.02,81586.02,81586.02,2021,2021,4,4.0,4,81586.02,1,,,,,,,4,4,20396.505,0.25,0.7783964365256125,0.4510022271714922,0.7065701559020044,Beth,Blue
38,CDTyLRHdkqAffMCiqKSICEMZfjItKaZQCkWosijD,5565.77,37642.44,21604.105000000003,2020,2024,8,10.0,12,43208.21000000001,2,1.0,37642.44,37642.44,,,,5,1,8641.642000000002,0.4,0.3930957683741648,0.9454342984409799,0.26447661469933187,Gary,Gold
39,CFmQyRDnZvzviFGEmNGOoVWDZPXZZjiDXcwavnoK,21383.51,21383.51,21383.51,2024,2024,9,9.0,9,21383.51,1,1.0,21383.51,21383.51,,,,1,1,21383.51,1.0,0.17483296213808464,0.4510022271714922,0.26447661469933187,Ryan,Red
40,COiHPdLxGNBATXboRinqIviEmzbIiEyhTtJTmXMy,98270.99,98270.99,98270.99,2024,2024,6,6.0,6,98270.99,1,1.0,98270.99,98270.99,,,,1,1,98270.99,1.0,0.9287305122494433,0.4510022271714922,0.26447661469933187,Ryan,Red
41,CQUnqauxwWkRIjUYSuVsGclTEspijPGrFWrjyfOw,36097.68,36097.68,36097.68,2023,2023,3,3.0,3,36097.68,1,,,,1.0,36097.68,36097.68,2,2,18048.84,0.5,0.32293986636971045,0.4510022271714922,0.41648106904231624,Ryan,Red
42,CTLkJjDAVUuqPRaZgTXhoGysyeTRChpQDxFeQJYa,9374.74,9374.74,9374.74,2023,2023,9,9.0,9,9374.74,1,,,,1.0,9374.74,9374.74,2,2,4687.37,0.5,0.0757238307349666,0.4510022271714922,0.41648106904231624,Ryan,Red
43,CTUfDTBgOeJlVonZSCFiOAOUfhykbyOMxZnBiZKq,4586.85,86793.8,45690.325000000004,2023,2024,5,7.5,10,91380.65000000001,2,1.0,86793.8,86793.8,1.0,4586.85,4586.85,2,1,45690.325000000004,1.0,0.8541202672605791,0.9454342984409799,0.26447661469933187,Gary,Gold
44,CbwzXXyjBSiJTKueKZOieGmtQhujDRnDiRhnjPqk,14169.4,14169.4,14169.4,2020,2020,1,1.0,1,14169.4,1,,,,,,,5,5,2833.88,0.2,0.11915367483296214,0.4510022271714922,0.839086859688196,Beth,Blue
45,CeSJKKXQizrAsMaNkXwrSFXLvdqXUAIxnSUDLnDN,50960.87,50960.87,50960.87,2020,2020,4,4.0,4,50960.87,1,,,,,,,5,5,10192.174,0.2,0.46325167037861914,0.4510022271714922,0.839086859688196,Beth,Blue
46,CfQviXCDShigJoOVWFwqKBMRDSoDWNmUpTYLFOHm,75577.51,75577.51,75577.51,2019,2019,9,9.0,9,75577.51,1,,,,,,,6,6,12596.251666666665,0.16666666666666666,0.7104677060133631,0.4510022271714922,0.9548997772828508,Beth,Blue
47,CiZfczLpnUMvzAoeNIJYCEXUsnciUWCQRSnYUTFi,7849.63,56167.57,32008.6,2022,2024,10,11.0,12,64017.2,2,1.0,7849.63,7849.63,,,,3,1,21339.066666666666,0.6666666666666666,0.5991091314031181,0.9454342984409799,0.26447661469933187,Gary,Gold
48,ClWGgEgfSmZVxjLAFLnFVmHORwcNSIrQkHLRevoE,8278.66,8278.66,8278.66,2025,2025,12,12.0,12,8278.66,1,,,,,,,0,0,inf,inf,0.06570155902004454,0.4510022271714922,0.10523385300668152,Ryan,Red
49,CldPrrnurJLpACLYVEapDEjMgjyziMNRmBmkkeMr,51410.63,51410.63,51410.63,2024,2024,1,1.0,1,51410.63,1,1.0,51410.63,51410.63,,,,1,1,51410.63,1.0,0.46547884187082406,0.4510022271714922,0.26447661469933187,Ryan,Red
50,CmrRgUJQsMBtPsSQygfLBohdIimwMLKNdLakuSFx,21653.84,21653.84,21653.84,2021,2021,2,2.0,2,21653.84,1,,,,,,,4,4,5413.46,0.25,0.17706013363028952,0.4510022271714922,0.7065701559020044,Beth,Blue
51,CqRLMJkphpqQgBMbPOIDDAlgeSruQOqetZdsTTKE,31892.92,31892.92,31892.92,2021,2021,9,9.0,9,31892.92,1,,,,,,,4,4,7973.23,0.25,0.2739420935412027,0.4510022271714922,0.7065701559020044,Beth,Blue
52,CstVJSMhmxfpmUjfADtmdRxSbzcbcxNlvGXWffEJ,51673.56,51673.56,51673.56,2024,2024,12,12.0,12,51673.56,1,1.0,51673.56,51673.56,,,,1,1,51673.56,1.0,0.4688195991091314,0.4510022271714922,0.26447661469933187,Ryan,Red
53,CuUlnTnSDpDlEDDdMPrPgogEGOwBjWUoGybMrQIl,91023.13,91023.13,91023.13,2022,2022,11,11.0,11,91023.13,1,,,,,,,3,3,30341.043333333335,0.3333333333333333,0.8507795100222717,0.4510022271714922,0.5662583518930958,Beth,Blue
54,CvsvJRAOPvUoIFEydXYxLmiyywgPaZlpusCPvdyX,72132.15,72132.15,72132.15,2024,2024,9,9.0,9,72132.15,1,1.0,72132.15,72132.15,,,,1,1,72132.15,1.0,0.6748329621380846,0.4510022271714922,0.26447661469933187,Ryan,Red
55,CxQBtbMBfBGRMZurQeQaQgcLoaXgzQBSxumZGGtj,73597.72,73597.72,73597.72,2019,2019,9,9.0,9,73597.72,1,,,,,,,6,6,12266.286666666667,0.16666666666666666,0.6893095768374164,0.4510022271714922,0.9548997772828508,Beth,Blue
56,DDfgfKNFsOmmcjsFgKFsnqbzKSNvRANJROFLhAKM,58344.51,58344.51,58344.51,2023,2023,2,2.0,2,58344.51,1,,,,1.0,58344.51,58344.51,2,2,29172.255,0.5,0.5400890868596881,0.4510022271714922,0.41648106904231624,Ryan,Red
57,DDzmhaUkBFOdfPaYujpsGWImfWpKsQyabmcOdNzZ,19635.56,19635.56,19635.56,2019,2019,11,11.0,11,19635.56,1,,,,,,,6,6,3272.5933333333337,0.16666666666666666,0.15256124721603564,0.4510022271714922,0.9548997772828508,Beth,Blue
58,DFXqrMXjZaHUYcgyqEQdiWHIXcRkdSprhLyqmrmJ,17759.51,45670.4,31714.955,2021,2025,2,5.0,8,63429.91,2,,,,,,,4,0,15857.4775,0.5,0.5902004454342984,0.9454342984409799,0.10523385300668152,Gary,Gold
59,DJeBvwHqvLKbqeeapXSdLhBHDkrvurRJZiMvERuO,85365.7,85365.7,85365.7,2025,2025,1,1.0,1,85365.7,1,,,,,,,0,0,inf,inf,0.8095768374164811,0.4510022271714922,0.10523385300668152,Ryan,Red
60,DMbVmTTjRWrMAjoGNuZbjvVCRuxYCKfgaqIgijIQ,10973.27,10973.27,10973.27,2024,2024,11,11.0,11,10973.27,1,1.0,10973.27,10973.27,,,,1,1,10973.27,1.0,0.0935412026726058,0.4510022271714922,0.26447661469933187,Ryan,Red
61,DaxZQPeIXHSwbkEBNAbaDoopsbunvNlgwCiRYLgb,59178.73,59178.73,59178.73,2022,2022,5,5.0,5,59178.73,1,,,,,,,3,3,19726.243333333336,0.3333333333333333,0.5467706013363028,0.4510022271714922,0.5662583518930958,Beth,Blue
62,DeUljcUjEMhnSHJLHKQoNurNledHxORSsuwwogKj,86703.51,86703.51,86703.51,2025,2025,8,8.0,8,86703.51,1,,,,,,,0,0,inf,inf,0.8195991091314031,0.4510022271714922,0.10523385300668152,Ryan,Red
63,DelRBZKWNezHxIUWOtnulopFIelRuEcnYXjJkmYC,2952.36,2952.36,2952.36,2025,2025,10,10.0,10,2952.36,1,,,,,,,0,0,inf,inf,0.024498886414253896,0.4510022271714922,0.10523385300668152,Ryan,Red
64,DgyxjGgUPWBroqSnNtOkRZPvVhuUezFbMrGSgINe,78724.74,78724.74,78724.74,2024,2024,10,10.0,10,78724.74,1,1.0,78724.74,78724.74,,,,1,1,78724.74,1.0,0.7505567928730512,0.4510022271714922,0.26447661469933187,Ryan,Red
65,DiFMLZQMsVsyfjtSaEayAZiKDrBHKylTbJghdZQS,89718.72,89718.72,89718.72,2021,2021,7,7.0,7,89718.72,1,,,,,,,4,4,22429.68,0.25,0.8374164810690423,0.4510022271714922,0.7065701559020044,Beth,Blue
66,DiQsbezLGFtodceYHLwzeouCVHtPijVUVYBmZgbc,42765.5,42765.5,42765.5,2020,2020,12,12.0,12,42765.5,1,,,,,,,5,5,8553.1,0.2,0.38752783964365256,0.4510022271714922,0.839086859688196,Beth,Blue
67,DjTMUGORmGhntFqYmbZPESMVZdHeCIqNvTLirlJu,14869.06,14869.06,14869.06,2019,2019,4,4.0,4,14869.06,1,,,,,,,6,6,2478.1766666666667,0.16666666666666666,0.12026726057906459,0.4510022271714922,0.9548997772828508,Beth,Blue
68,DmczFOmqCWxXImlAXNWsOaFIoyXvvsKepeaOBCDA,63485.71,63485.71,63485.71,2021,2021,11,11.0,11,63485.71,1,,,,,,,4,4,15871.4275,0.25,0.5913140311804009,0.4510022271714922,0.7065701559020044,Beth,Blue
69,DreKwEpgBHPfFDLDpCkpabIMOsFIiDXAUZhEfjng,76943.18,77737.12,77340.15,2022,2023,1,4.0,7,154680.3,2,,,,1.0,77737.12,77737.12,3,2,51560.1,0.6666666666666666,0.9844097995545658,0.9454342984409799,0.41648106904231624,Gary,Gold
70,DteXiXpHCoFDskrzubhdZjnpaxOPLMxDIUbuVWHP,33210.42,33210.42,33210.42,2020,2020,5,5.0,5,33210.42,1,,,,,,,5,5,6642.084,0.2,0.29175946547884185,0.4510022271714922,0.839086859688196,Beth,Blue
71,DuiLkKZUyIBvygEoTOIfqeTSydgNIfzhtjVAtJpf,94574.63,94574.63,94574.63,2019,2019,11,11.0,11,94574.63,1,,,,,,,6,6,15762.438333333334,0.16666666666666666,0.8841870824053452,0.4510022271714922,0.9548997772828508,Beth,Blue
72,DxUfIIgpsDSSmrilRmqTtFnfsgBfHcgVGQIQSceC,39369.07,39369.07,39369.07,2024,2024,2,2.0,2,39369.07,1,1.0,39369.07,39369.07,,,,1,1,39369.07,1.0,0.35412026726057905,0.4510022271714922,0.26447661469933187,Ryan,Red
73,EFqFIDeTNsbmYqVXBIegONKpVEmkFPFUvMxXrOfB,54160.15,54160.15,54160.15,2025,2025,9,9.0,9,54160.15,1,,,,,,,0,0,inf,inf,0.5011135857461024,0.4510022271714922,0.10523385300668152,Ryan,Red
74,ELnBvSzpnfaCNAXRaNZlHntgbwwixFVDsCdsLQNm,89008.56,89008.56,89008.56,2025,2025,5,5.0,5,89008.56,1,,,,,,,0,0,inf,inf,0.8340757238307349,0.4510022271714922,0.10523385300668152,Ryan,Red
75,EMBnPbsEAgRxigiCmZykgsbjIKXuxltWZrTIXRto,70443.72,70443.72,70443.72,2026,2026,2,2.0,2,70443.72,1,,,,,,,-1,-1,-70443.72,-1.0,0.6570155902004454,0.4510022271714922,0.013363028953229399,Ryan,Red
76,ERFgibmTtPvccyWSQRzsUdJJoxrsGkkyBzThinaF,62485.25,62485.25,62485.25,2023,2023,1,1.0,1,62485.25,1,,,,1.0,62485.25,62485.25,2,2,31242.625,0.5,0.5779510022271714,0.4510022271714922,0.41648106904231624,Ryan,Red
77,ERSZcALUwZYowKNqNjhkyvUaFYGAZwuDRsOyruIi,49709.5,49709.5,49709.5,2022,2022,2,2.0,2,49709.5,1,,,,,,,3,3,16569.833333333332,0.3333333333333333,0.44988864142538976,0.4510022271714922,0.5662583518930958,Beth,Blue
78,ERneXQJpFCmUcRdLgJKEWhYDoILXQivoJKNVWfVJ,99438.26,99438.26,99438.26,2020,2020,6,6.0,6,99438.26,1,,,,,,,5,5,19887.652,0.2,0.9387527839643652,0.4510022271714922,0.839086859688196,Beth,Blue
79,ETpEtKkgwBtzTeWyFukEEYxzgxGXTjBdXlPLooTl,33295.38,58081.72,45688.55,2020,2024,2,7.0,12,91377.1,2,1.0,33295.38,33295.38,,,,5,1,18275.420000000002,0.4,0.8530066815144766,0.9454342984409799,0.26447661469933187,Gary,Gold
80,EUHFupHZXVRSvwTOlbuHBOzDzBxbabcAJLFdsSFw,56489.35,56489.35,56489.35,2025,2025,2,2.0,2,56489.35,1,,,,,,,0,0,inf,inf,0.5211581291759465,0.4510022271714922,0.10523385300668152,Ryan,Red
81,EYhKOAjeYXwuyeqXLVBPLZWQaXEVqPQJsqOaNXrH,29774.39,29774.39,29774.39,2024,2024,9,9.0,9,29774.39,1,1.0,29774.39,29774.39,,,,1,1,29774.39,1.0,0.24832962138084633,0.4510022271714922,0.26447661469933187,Ryan,Red
82,EcdTKwdbUJsUeXnCliPoGgZCdohWdtztBcYsvHbZ,30505.97,30505.97,30505.97,2021,2021,1,1.0,1,30505.97,1,,,,,,,4,4,7626.4925,0.25,0.26280623608017817,0.4510022271714922,0.7065701559020044,Beth,Blue
83,EfjterSTmQCcCcIwjCmDiSCqUZGdsqmhAuEPPhqa,97160.64,97160.64,97160.64,2025,2025,8,8.0,8,97160.64,1,,,,,,,0,0,inf,inf,0.9153674832962138,0.4510022271714922,0.10523385300668152,Ryan,Red
84,EgorESkDLzLWhDqBSUHVTmzcAefvXhKuiJEAOlnH,55559.02,55559.02,55559.02,2020,2020,10,10.0,10,55559.02,1,,,,,,,5,5,11111.804,0.2,0.5155902004454342,0.4510022271714922,0.839086859688196,Beth,Blue
85,EidDrrtvoUqifXWbvNexcDMJeTpPnbLdodhIWPhG,87837.82,87837.82,87837.82,2023,2023,9,9.0,9,87837.82,1,,,,1.0,87837.82,87837.82,2,2,43918.91,0.5,0.8285077951002228,0.4510022271714922,0.41648106904231624,Ryan,Red
86,ElaBJqCbQzCCOUCeEjRtVvUbziyTnNRqasPCTyEJ,1466.48,1466.48,1466.48,2024,2024,1,1.0,1,1466.48,1,1.0,1466.48,1466.48,,,,1,1,1466.48,1.0,0.013363028953229399,0.4510022271714922,0.26447661469933187,Ryan,Red
87,EmpHCthRLjWmMDqtrqLtYyUjLuWXCTDDrkaohxad,94768.65,94768.65,94768.65,2021,2021,6,6.0,6,94768.65,1,,,,,,,4,4,23692.1625,0.25,0.8897550111358574,0.4510022271714922,0.7065701559020044,Beth,Blue
88,EoQVnFWSjSecJYmftSicprYMLpaRrKNYfyfXBzHv,33334.01,33334.01,33334.01,2021,2021,6,6.0,6,33334.01,1,,,,,,,4,4,8333.5025,0.25,0.29398663697104677,0.4510022271714922,0.7065701559020044,Beth,Blue
89,ErjTzygNdCHNhfWCGDYWkiHxHWLneAIHWdFmaFAC,30638.73,30638.73,30638.73,2022,2022,11,11.0,11,30638.73,1,,,,,,,3,3,10212.91,0.3333333333333333,0.2661469933184855,0.4510022271714922,0.5662583518930958,Beth,Blue
90,EvEdBZoNmqMLpthkwpfchNFdCoqTcuSypphcZyEE,9087.29,9087.29,9087.29,2022,2022,11,11.0,11,9087.29,1,,,,,,,3,3,3029.096666666667,0.3333333333333333,0.07349665924276169,0.4510022271714922,0.5662583518930958,Beth,Blue
91,FDTjQueQpMOvMZPTZYPOCMQybLwYkKMODJFYCbJO,63175.34,63175.34,63175.34,2020,2020,6,6.0,6,63175.34,1,,,,,,,5,5,12635.068,0.2,0.5835189309576837,0.4510022271714922,0.839086859688196,Beth,Blue
92,FFgvjtYSyAQjUNAnttPyTOAjyPthqVtaMIcLODWz,98443.97,98443.97,98443.97,2020,2020,2,2.0,2,98443.97,1,,,,,,,5,5,19688.794,0.2,0.9298440979955457,0.4510022271714922,0.839086859688196,Beth,Blue
93,FGhagXmldwXXaVMDtZwqliIRxfSJMcoeuGrSTYxk,19920.71,90247.26,55083.985,2020,2024,4,4.0,4,110167.97,2,1.0,19920.71,19920.71,,,,5,1,22033.594,0.4,0.9632516703786191,0.9454342984409799,0.26447661469933187,Gary,Gold
94,FQcDMCIWTAKHyHniQUVJDZITvBJuRGBECOWADmhS,39613.45,39613.45,39613.45,2019,2019,8,8.0,8,39613.45,1,,,,,,,6,6,6602.241666666666,0.16666666666666666,0.35634743875278396,0.4510022271714922,0.9548997772828508,Beth,Blue
95,FQwVeNKSEpoNnusHeaxblPGhZAdYyNGvaYuGYuaf,75115.92,75115.92,75115.92,2025,2025,4,4.0,4,75115.92,1,,,,,,,0,0,inf,inf,0.7060133630289532,0.4510022271714922,0.10523385300668152,Ryan,Red
96,FctPoQLNNTAWMbGQofqlgQgMEydGXTVYIgKukbIO,35808.33,35808.33,35808.33,2021,2021,10,10.0,10,35808.33,1,,,,,,,4,4,8952.0825,0.25,0.3195991091314031,0.4510022271714922,0.7065701559020044,Beth,Blue
97,FsbfjYGtjqzazfEFinxEQCxjtcGkVbbtQHOIEjBA,28846.2,28846.2,28846.2,2023,2023,4,4.0,4,28846.2,1,,,,1.0,28846.2,28846.2,2,2,14423.1,0.5,0.24387527839643652,0.4510022271714922,0.41648106904231624,Ryan,Red
98,FuxxAXggxRbgtbaCFvkENmFxiVKlpTYbMsagkeMY,12172.71,12172.71,12172.71,2023,2023,4,4.0,4,12172.71,1,,,,1.0,12172.71,12172.71,2,2,6086.355,0.5,0.10244988864142539,0.4510022271714922,0.41648106904231624,Ryan,Red
99,FvCVFSQDddxrMzqKXCOlSvwtuSTucKSAsSVmQeml,64252.23,64252.23,64252.23,2020,2020,10,10.0,10,64252.23,1,,,,,,,5,5,12850.446,0.2,0.6024498886414253,0.4510022271714922,0.839086859688196,Beth,Blue
